,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
3395,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,GUSTAVO COLAGIOVANNI GIROTTO,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
3396,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, IRMANDADE SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,KATSUKI ARIMA TISCOSKI,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
3397,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCO STAR SP ONCOLOGIA LTDA,MARIA IGNEZ FREITAS MELRO BRAGHIROLI,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
3398,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, SOCIEDADE BENEFICENTE DE SENHORAS HOSPITAL SIRIO LIBANES,GILBERTO DE CASTRO JUNIOR,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
3399,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,25351852437201818,AMG 510,Não há dados,SINTÉTICO/SEMISSINTÉTICO,"BRÔNQUIOS OU PULMÕES, NÃO ESPECIFICADO",C349,20170543,"UM ESTUDO, ABERTO, DE FASE 1/2 AVALIANDO A SEGURANÇA, A TOLERABILIDADE, A FARMACOCINÉTICA, A FARMACODINÂMICA E A EFICÁCIA DA MONOTERAPIA COM AMG 510 EM INDIVÍDUOS COM TUMORES SÓLIDOS AVANÇADOS COM MUTAÇÃO DE KRAS P.G12C E TERAPIA DE COMBINAÇÃO COM AMG 510 EM INDIVÍDUOS COM NSCLC AVANÇADO, COM MUTAÇÃO DE KRAS P.G12C. PROTOCOLO EMENDA 10 DATADA DE 23 DE DEZEMBRO DE 2021.
",I/II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,CARLOS HENRIQUE ESCOSTEGUY BARRIOS,1,163887,NCT03600883,DRUG, sotorasib,2018-08-27 00:00:00,2028-04-30 00:00:00,2018-07-26
3400,NOVARTIS BIOCIENCIAS S.A,25351854523202314,LNP023 (IPTACOPAN),Não há dados,SINTÉTICO/SEMISSINTÉTICO,SÍNDROME HEMOLÍTICO-URÊMICA,D593,CLNP023F12001B,"ESTUDO DE EXTENSÃO, MULTICÊNTRICO, DE BRAÇO ÚNICO, ABERTO PARA AVALIAR A SEGURANÇA, TOLERABILIDADE E EFICÁCIA EM LONGO PRAZO DE IPTACOPAN EM PARTICIPANTES COM SÍNDROME HEMOLÍTICO-URÊMICA ATÍPICA (SHUA) QUE CONCLUÍRAM UM ESTUDO ANTERIOR DE FASE 3 DE IPTACOPAN EM SHUA. VERSÃO 01 DE 28-JUL-2023",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,46929,NCT05795140,DRUG, Iptcaopan 200 mg,2024-05-08 00:00:00,2033-01-03 00:00:00,2023-04-03
3401,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351855828202181,SATRALIZUMABE,IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,OUTRAS DOENÇAS DESMIELINIZANTES DO SISTEMA NERVOSO CENTRAL,G37,WN43194,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO,
MULTICÊNTRICO, PARA AVALIAR A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E
FARMACODINÂMICA DO SATRALIZUMABE COMO MONOTERAPIA OU EM ADIÇÃO À
TERAPIA INICIAL EM PARTICIPANTES COM DOENÇA ASSOCIADA AO ANTICORPO
CONTRA A GLICOPROTEÍNA DA MIELINA DE OLIGODENDRÓCITOS (MOGAD)",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,FUNDACAO FACULDADE DE MEDICINA MECMPAS,DAGOBERTO CALLEGARO,3,330199,NCT05271409,DRUG, Satralizumab,2022-08-30 00:00:00,2028-12-31 00:00:00,2022-03-09
3402,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351855828202181,SATRALIZUMABE,IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,OUTRAS DOENÇAS DESMIELINIZANTES DO SISTEMA NERVOSO CENTRAL,G37,WN43194,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO,
MULTICÊNTRICO, PARA AVALIAR A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E
FARMACODINÂMICA DO SATRALIZUMABE COMO MONOTERAPIA OU EM ADIÇÃO À
TERAPIA INICIAL EM PARTICIPANTES COM DOENÇA ASSOCIADA AO ANTICORPO
CONTRA A GLICOPROTEÍNA DA MIELINA DE OLIGODENDRÓCITOS (MOGAD)",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO DE NEUROLOGIA DE CURITIBA SC LTDA,HENRY KOITI SATO,3,330199,NCT05271409,DRUG, Satralizumab,2022-08-30 00:00:00,2028-12-31 00:00:00,2022-03-09
3403,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351855828202181,SATRALIZUMABE,IMUNOSSUPRESSORES SELETIVOS,BIOLÓGICO,OUTRAS DOENÇAS DESMIELINIZANTES DO SISTEMA NERVOSO CENTRAL,G37,WN43194,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO,
MULTICÊNTRICO, PARA AVALIAR A EFICÁCIA, SEGURANÇA, FARMACOCINÉTICA E
FARMACODINÂMICA DO SATRALIZUMABE COMO MONOTERAPIA OU EM ADIÇÃO À
TERAPIA INICIAL EM PARTICIPANTES COM DOENÇA ASSOCIADA AO ANTICORPO
CONTRA A GLICOPROTEÍNA DA MIELINA DE OLIGODENDRÓCITOS (MOGAD)",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,DOUGLAS KAZUTOSHI SATO,4,330199,NCT05271409,DRUG, Satralizumab,2022-08-30 00:00:00,2028-12-31 00:00:00,2022-03-09
3404,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,CCBR - BRASÍLIA,LUCIANA TEIXEIRA DE CAMPOS,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3405,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, CDC CENTRO DIGESTIVO DE CURITIBA SC,ODERY RAMOS JUNIOR,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3406,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, CENTRO DE ESTUDOS CLÍNICOS DO INTERIOR PAULISTA,BRUNA MEYER DE MATTOS CORREA,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3407,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, EUROLATINO JUIZ DE FORA PESQUISAS MÉDICAS LTDA.,JULIO MARIA FONSECA CHEBLI,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3408,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, FUNDACAO DE APOIO AO ENSINO PESQUISA E ASSISTENCIA HCFMRP,ROGÉRIO SERAFIM PARRA,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3409,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,LUCIANA DOS SANTOS  HARLACHER,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3410,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL SANTA CRUZ SOCIEDADE ANONIMA,NATALIA SOUSA FREITAS,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3411,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, ONCO STAR SP ONCOLOGIA LTDA,MARJORIE COSTA ARGOLLO,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3412,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, ROCCO E NAZATO SERVICOS MEDICOS,RODRIGO ANDREY ROCCO,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3413,ABBVIE FARMACÊUTICA LTDA.,25351857516202374,"RISANQUIZUMABE, ABBV-066",IMUNOMODULADOR,BIOLÓGICO,DOENÇA DE CROHN [ENTERITE REGIONAL],K50,M23-784,"ESTUDO DE FASE 3, RANDOMIZADO, CONTROLADO POR PLACEBO, DUPLO-CEGO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO TRATAMENTO DE INDUÇÃO SUBCUTÂNEO COM RISANQUIZUMABE EM INDIVÍDUOS COM DOENÇA DE CROHN ATIVA MODERADA A SEVERA.PROTOCOLO V1.0 – 16/AGO/2023. ",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, UNIVERSIDADE ESTADUAL PAULISTA,LIGIA YUKIE SASSAKI,1,46137,NCT06063967,DRUG, Risankizumab SC,2023-11-15 00:00:00,2029-02-21 00:00:00,2023-10-03
3414,TIAGO M D DA SILVA CONSULTORIA EM SAUDE LTDA,25351862086202060,GLENZOCIMABE,Não há dados,BIOLÓGICO,,,ACT-CS-006,"ESTUDO RANDOMIZADO, DUPLO CEGO, MULTICÊNTRICO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, DE DOSE FIXA, EXPLORATÓRIO DE EFICÁCIA E SEGURANÇA DE GLENZOCIMABE NA SINDROME DA ANGÚSTIA RESPIRATÓRIA AGUDA RELACIONADA AO SARS-COV-2. VERSÃO 7.0, 01 DE NOVEMBRO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,ASSOCIACAO DO SANATORIO SIRIO HOSPITAL DO CORACAO,ALEXANDRE BIASI CAVALCANTI,15,146577,NCT04659109,DRUG, glenzocimab,2020-12-16 00:00:00,2021-08-06 00:00:00,2020-12-09
3415,TIAGO M D DA SILVA CONSULTORIA EM SAUDE LTDA,25351862086202060,GLENZOCIMABE,Não há dados,BIOLÓGICO,,,ACT-CS-006,"ESTUDO RANDOMIZADO, DUPLO CEGO, MULTICÊNTRICO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, DE DOSE FIXA, EXPLORATÓRIO DE EFICÁCIA E SEGURANÇA DE GLENZOCIMABE NA SINDROME DA ANGÚSTIA RESPIRATÓRIA AGUDA RELACIONADA AO SARS-COV-2. VERSÃO 7.0, 01 DE NOVEMBRO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL ALEMAO OSWALDO CRUZ,VICTOR AUGUSTO HAMAMATO SATO,10,146577,NCT04659109,DRUG, glenzocimab,2020-12-16 00:00:00,2021-08-06 00:00:00,2020-12-09
3416,TIAGO M D DA SILVA CONSULTORIA EM SAUDE LTDA,25351862086202060,GLENZOCIMABE,Não há dados,BIOLÓGICO,,,ACT-CS-006,"ESTUDO RANDOMIZADO, DUPLO CEGO, MULTICÊNTRICO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, DE DOSE FIXA, EXPLORATÓRIO DE EFICÁCIA E SEGURANÇA DE GLENZOCIMABE NA SINDROME DA ANGÚSTIA RESPIRATÓRIA AGUDA RELACIONADA AO SARS-COV-2. VERSÃO 7.0, 01 DE NOVEMBRO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,EDUARDO RAMACCIOTTI,10,146577,NCT04659109,DRUG, glenzocimab,2020-12-16 00:00:00,2021-08-06 00:00:00,2020-12-09
3417,TIAGO M D DA SILVA CONSULTORIA EM SAUDE LTDA,25351862086202060,GLENZOCIMABE,Não há dados,BIOLÓGICO,,,ACT-CS-006,"ESTUDO RANDOMIZADO, DUPLO CEGO, MULTICÊNTRICO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, DE DOSE FIXA, EXPLORATÓRIO DE EFICÁCIA E SEGURANÇA DE GLENZOCIMABE NA SINDROME DA ANGÚSTIA RESPIRATÓRIA AGUDA RELACIONADA AO SARS-COV-2. VERSÃO 7.0, 01 DE NOVEMBRO DE 2021.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, PESQUISARE SAUDE S S LTDA,RITA DE CASSIA PELLEGRINI,10,146577,NCT04659109,DRUG, glenzocimab,2020-12-16 00:00:00,2021-08-06 00:00:00,2020-12-09
3418,ICON PESQUISAS CLINICAS LTDA.,25351862472202302,ACALABRUTINIBE,ANTINEOPLASICO,SINTÉTICO/SEMISSINTÉTICO,GRANDES CÉLULAS (DIFUSO),C833,D8227C00002,"ESTUDO DE FASE II PROSPECTIVO, ABERTO, DE GRUPO ÚNICO, DE ACALABRUTINIBE E RITUXIMABE EM PARTICIPANTES IDOSOS E/OU FRÁGEIS COM LINFOMA DIFUSO DE GRANDES CÉLULAS B NÃO TRATADOS (ACRUE). VERSÃO 2.0 DATA: 22 NOVEMBRO 2023.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,CEPEN,KARLA RICHTER ZANELLA,2,290009,NCT05952024,DRUG, Acalabrutinib,2024-07-16 00:00:00,2027-08-24 00:00:00,2023-07-19
3419,PFIZER BRASIL LTDA,25351866384202371,ELRANATAMABE (PF-06863135),Não há dados,BIOLÓGICO,MIELOMA MÚLTIPLO E NEOPLASIAS MALIGNAS DE PLASMÓCITOS,C90,C1071032,"ESTUDO DE FASE 3, ABERTO, DE MONOTERAPIA COM ELRANATAMABE VERSUS ELOTUZUMABE, POMALIDOMIDA, DEXAMETASONA (EPD) OU POMALIDOMIDA, BORTEZOMIBE, DEXAMETASONA (PVD) OU CARFILZOMIBE, DEXAMETASONA (KD) EM PARTICIPANTES COM MIELOMA MÚLTIPLO RECIDIVANTE/REFRATÁRIO QUE RECEBERAM TERAPIA DIRECIONADA ANTI-CD38 PREVIAMENTE. EMENDA 2 AO PROTOCOLO CLÍNICO, DE 10 DE ABRIL DE 2024. EMENDA 3 AO PROTOCOLO CLÍNICO, DE 24 DE ABRIL DE 2024",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,ASSOCIACAO DO SANATORIO SIRIO HOSPITAL DO CORACAO,FERNANDA MOURA,1,130293,NCT06152575,DRUG, Elranatamab,2024-02-08 00:00:00,2028-03-24 00:00:00,2023-11-30
3420,PFIZER BRASIL LTDA,25351866384202371,ELRANATAMABE (PF-06863135),Não há dados,BIOLÓGICO,MIELOMA MÚLTIPLO E NEOPLASIAS MALIGNAS DE PLASMÓCITOS,C90,C1071032,"ESTUDO DE FASE 3, ABERTO, DE MONOTERAPIA COM ELRANATAMABE VERSUS ELOTUZUMABE, POMALIDOMIDA, DEXAMETASONA (EPD) OU POMALIDOMIDA, BORTEZOMIBE, DEXAMETASONA (PVD) OU CARFILZOMIBE, DEXAMETASONA (KD) EM PARTICIPANTES COM MIELOMA MÚLTIPLO RECIDIVANTE/REFRATÁRIO QUE RECEBERAM TERAPIA DIRECIONADA ANTI-CD38 PREVIAMENTE. EMENDA 2 AO PROTOCOLO CLÍNICO, DE 10 DE ABRIL DE 2024. EMENDA 3 AO PROTOCOLO CLÍNICO, DE 24 DE ABRIL DE 2024",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, CENTRO GAUCHO INTEGRADO DE ONCOLOGIA,MARCELO EDUARDO ZANELLA CAPRA,2,130293,NCT06152575,DRUG, Elranatamab,2024-02-08 00:00:00,2028-03-24 00:00:00,2023-11-30
3421,PFIZER BRASIL LTDA,25351866384202371,ELRANATAMABE (PF-06863135),Não há dados,BIOLÓGICO,MIELOMA MÚLTIPLO E NEOPLASIAS MALIGNAS DE PLASMÓCITOS,C90,C1071032,"ESTUDO DE FASE 3, ABERTO, DE MONOTERAPIA COM ELRANATAMABE VERSUS ELOTUZUMABE, POMALIDOMIDA, DEXAMETASONA (EPD) OU POMALIDOMIDA, BORTEZOMIBE, DEXAMETASONA (PVD) OU CARFILZOMIBE, DEXAMETASONA (KD) EM PARTICIPANTES COM MIELOMA MÚLTIPLO RECIDIVANTE/REFRATÁRIO QUE RECEBERAM TERAPIA DIRECIONADA ANTI-CD38 PREVIAMENTE. EMENDA 2 AO PROTOCOLO CLÍNICO, DE 10 DE ABRIL DE 2024. EMENDA 3 AO PROTOCOLO CLÍNICO, DE 24 DE ABRIL DE 2024",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, CLINICA MEDICA SAO GERMANO SS LTDA,VANIA TIESTCHE DE MORAES HUNGRIA,1,130293,NCT06152575,DRUG, Elranatamab,2024-02-08 00:00:00,2028-03-24 00:00:00,2023-11-30
3422,PFIZER BRASIL LTDA,25351866384202371,ELRANATAMABE (PF-06863135),Não há dados,BIOLÓGICO,MIELOMA MÚLTIPLO E NEOPLASIAS MALIGNAS DE PLASMÓCITOS,C90,C1071032,"ESTUDO DE FASE 3, ABERTO, DE MONOTERAPIA COM ELRANATAMABE VERSUS ELOTUZUMABE, POMALIDOMIDA, DEXAMETASONA (EPD) OU POMALIDOMIDA, BORTEZOMIBE, DEXAMETASONA (PVD) OU CARFILZOMIBE, DEXAMETASONA (KD) EM PARTICIPANTES COM MIELOMA MÚLTIPLO RECIDIVANTE/REFRATÁRIO QUE RECEBERAM TERAPIA DIRECIONADA ANTI-CD38 PREVIAMENTE. EMENDA 2 AO PROTOCOLO CLÍNICO, DE 10 DE ABRIL DE 2024. EMENDA 3 AO PROTOCOLO CLÍNICO, DE 24 DE ABRIL DE 2024",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, COI CLINICAS ONCOLOGICAS INTEGRADAS LTDA,ÂNGELO MAIOLINO,1,130293,NCT06152575,DRUG, Elranatamab,2024-02-08 00:00:00,2028-03-24 00:00:00,2023-11-30
